country,district,village,region,id,village_id,country_id,megaste_id,site_type,site_desc,url,partners,coordinato,email,LastUpdate,lon,lat,alt,partner
Ghana,Kumbumgu,Cheyohi No. 2,,0,gha13,GHA,WA,action site,,gha/cheyohi/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.984598,9.4384688,153,
Ghana,Savelugu Nanton,Duko,,0,gha14,GHA,WA,action site,,gha/duko/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.83237,9.562964,163,
Ghana,Tolon,Gbanjon,,0,gha15,GHA,WA,action site,,gha/gbanjon/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.101237,9.4524979,158,
Ghana,Savelugu Nanton,Jana,,0,gha16,GHA,WA,action site,,gha/jana/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.77973,9.47813,137,
Ghana,Savelugu Nanton,Kpallung,,0,gha17,GHA,WA,action site,,gha/kpallung/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.78154,9.6845,144,
Ghana,Kumbumgu,Kpirim,,0,gha18,GHA,WA,action site,,gha/kpirim/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.006748,9.5497741,136,
Ghana,Savelugu Nanton,Tibali,,0,gha19,GHA,WA,action site,,gha/tibali/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.84398,9.666837,148,
Ghana,Tolon,Tiborgunayili,,0,gha20,GHA,WA,action site,,gha/tiborgunayili/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.243575,9.4983929,142,
Ghana,Tolon,Tingoli,,0,gha21,GHA,WA,action site,,gha/tingoli/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.009357,9.3758738,158,
Ghana,West Mamprusi,Arigu,,0,gha22,GHA,WA,control site,,gha/arigu/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.87596,10.57779,171,
Ghana,West Mamprusi,Basigu,,0,gha23,GHA,WA,control site,,gha/basigu/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.88719,10.55174,159,
Ghana,West Mamprusi,Karemiga,,0,gha24,GHA,WA,control site,,gha/karemiga/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.83298,10.56093,149,
Ghana,West Mamprusi,Namiyila,,0,gha25,GHA,WA,control site,,gha/namiyila/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.82766,10.58426,140,
Ghana,Talensi,Shia,,0,gha26,GHA,WA,control site,,gha/shia/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.84252,10.66041,178,
Ghana,Talensi,Yenduri,,0,gha27,GHA,WA,control site,,gha/yenduri/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.82488,10.65581,168,
Ghana,Kasena Nankana East,Bonia,,0,gha28,GHA,WA,action site,,gha/bonia/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.12764,10.87064,180,
Ghana,Kasena Nankana East,Gia,,0,gha29,GHA,WA,action site,,gha/gia/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.122731,10.869269,173,
Ghana,Kasena Nankana East,Nyangua,,0,gha30,GHA,WA,action site,,gha/nyangua/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.073623,10.935432,204,
Ghana,Bongo,Sabulungo,,0,gha31,GHA,WA,action site,,gha/sabulungo/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-0.859288,10.955178,240,
Ghana,Kasena Nankana East,Tekuru,,0,gha32,GHA,WA,action site,,gha/tekuru/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-1.049759,10.914777,193,
Ghana,Daffiama Bussie,Fian,,0,gha33,GHA,WA,control site,,gha/fian/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.46981,10.38693,347,
Ghana,Wa East,Goripie,,0,gha34,GHA,WA,control site,,gha/goripie/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.27068,9.97153,311,
Ghana,Daffiama Bussie,Issa,,0,gha35,GHA,WA,control site,,gha/issa/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.33265,10.38845,294,
Ghana,Nadowli-Kaleo,Naro,,0,gha36,GHA,WA,control site,,gha/naro/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.46734,10.33669,338,
Ghana,Daffiama Bussie,Sa gie,,0,gha37,GHA,WA,control site,,gha/sagie/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.353563,10.263573,285,
Ghana,Daffiama Bussie,Tabiase,,0,gha38,GHA,WA,control site,,gha/tabiase/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.31514,10.36396,300,
Ghana,Wa West,Tanina,,0,gha39,GHA,WA,control site,,gha/tanina/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.45926,9.90989,315,
Ghana,Daffiama Bussie,Wogu,,0,gha40,GHA,WA,control site,,gha/wogu/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.38784,10.41565,300,
Ghana,Nadowli-Kaleo,Goli,,0,gha41,GHA,WA,action site,,gha/goli/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.631169,10.297161,288,
Ghana,Nadowli-Kaleo,Goriyiri,,0,gha42,GHA,WA,action site,,gha/goriyiri/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.632489,10.345478,271,
Ghana,Wa West,Guo,,0,gha43,GHA,WA,action site,,gha/guo/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.608257,10.062071,273,
Ghana,Nadowli-Kaleo,Gyilli,,0,gha44,GHA,WA,action site,,gha/gyilli/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.633025,10.202748,302,
Ghana,Nadowli-Kaleo,Natodori,,0,gha45,GHA,WA,action site,,gha/natodori/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.626606,10.257167,293,
Ghana,Wa West,Nyagli,,0,gha46,GHA,WA,action site,,gha/nyagli/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.613818,10.016431,286,
Ghana,Nadowli-Kaleo,Papu,,0,gha47,GHA,WA,action site,,gha/papu/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.578928,10.235586,293,
Ghana,Wa West,Passe,,0,gha48,GHA,WA,action site,,gha/passe/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.710677,10.037027,258,
Ghana,Wa West,Siiriyin,,0,gha49,GHA,WA,action site,,gha/siiriyin/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.593258,10.042371,305,
Ghana,Wa West,Zanko,,0,gha50,GHA,WA,action site,,gha/zanko/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-2.595719,10.067212,271,
Mali,Bougouni,Dialakoro,,0,mli01,MLI,WA,control site,,mli/dialakoro/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.86,11.8,368,
Mali,Bougouni,Dossola,,0,mli02,MLI,WA,control site,,mli/dossola/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-8.09,11.53,367,
Mali,Bougouni,Dieba,,0,mli03,MLI,WA,action site,,mli/dieba/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.91,11.52,376,
Mali,Bougouni,Flola,,0,mli04,MLI,WA,action site,,mli/flola/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.63,11.42,351,
Mali,Bougouni,Madina-Kouroulamini,,0,mli05,MLI,WA,action site,,mli/madina/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.71,12.68,301,
Mali,Bougouni,Sakoro,,0,mli06,MLI,WA,control site,,mli/sakoro/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.61,11.52,361,
Mali,Bougouni,Sibirila,,0,mli07,MLI,WA,action site,,mli/sibirila/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.76,11.44,364,
Mali,Bougouni,Siratogo,,0,mli08,MLI,WA,control site,,mli/siratogo/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.54,11.58,343,
Mali,Yanfolila,Goulala 1,,0,mli09,MLI,WA,control site,,mli/yeni/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.763888889,11.23194444,370,
Mali,Koutalia,Konina,,0,mli10,MLI,WA,control site,,mli/konina/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-6.18,12.48,304,
Mali,Koutiala,Bobola-Zangasso,,0,mli11,MLI,WA,control site,,mli/bobola-zangasso/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-4.99,12.54,318,
Mali,Koutiala,Konseguela,,0,mli12,MLI,WA,control site,,mli/konseguela/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.88,12.4,351,
Mali,Koutiala,M'pessoba,,0,mli13,MLI,WA,action site,,mli/mpessoba/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-7.67,11.38,366,
Mali,Koutiala,Nampossela,,0,mli14,MLI,WA,action site,,mli/nampossela/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.34,12.33,343,
Mali,Koutiala,N'golonianasso,,0,mli15,MLI,WA,action site,,mli/ngolonianasso/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.69,12.42,360,
Mali,Koutiala,N'Togonasso,,0,mli16,MLI,WA,control site,,mli/ntogonasso/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.16,12.6,309,
Mali,Koutiala,Sirakele,,0,mli17,MLI,WA,action site,,mli/sirakele/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.48,12.51,349,
Mali,Koutiala,Tiere,,0,mli18,MLI,WA,control site,,mli/tiere/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.41,11.9,314,
Mali,Koutiala,Zansoni,,0,mli19,MLI,WA,action site,,mli/zansoni/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-5.57,12.61,301,
Mali,Yanfolila,Yorobougoula,,0,mli20,MLI,WA,action site,,mli/yorobougoula/site_01.jpg,,"Signorelli, Sara",s.signorelli@cgiar.org,7/28/15,-8,10.91,395,
Malawi,Ntcheu,Amosi,,0,mwi01,MWI,ESA,action site,,mwi/amosi/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.743652,-14.929856,861,Michigan State University
Malawi,Ntcheu,Champiti,,0,mwi02,MWI,ESA,action site,,mwi/champiti/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.726454,-14.905502,882,Michigan State University
Malawi,Dedza,Chibwana,,0,mwi03,MWI,ESA,action site,,mwi/chibwana/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.117922,-14.189677,1183,Michigan State University
Malawi,Dedza,Chidzondo,,0,mwi04,MWI,ESA,control site,,mwi/chidzondo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.52338,-14.215342,515,Michigan State University
Malawi,Dedza,Chikawola,,0,mwi05,MWI,ESA,control site,,mwi/chikawola/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.512713,-14.219654,538,Michigan State University
Malawi,Ntcheu,Chilumo,,0,mwi06,MWI,ESA,control site,,mwi/chilumo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.759119,-14.728727,1117,Michigan State University
Malawi,Dedza,Chimbwala,,0,mwi07,MWI,ESA,control site,,mwi/chimbwala/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.071352,-14.316079,1251,Michigan State University
Malawi,Ntcheu,Chimwala,,0,mwi08,MWI,ESA,control site,,mwi/chimwala/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.728845,-14.6999,1008,Michigan State University
Malawi,Dedza,Chizuzu I,,0,mwi09,MWI,ESA,control site,,mwi/chizuzu/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.065486,-14.324444,1239,Michigan State University
Malawi,Ntcheu,Dauka,,0,mwi10,MWI,ESA,action site,,mwi/dauka/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.60543,-14.647214,920,Michigan State University
Malawi,Dedza,Fwalikire,,0,mwi11,MWI,ESA,control site,,mwi/fwalikire/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.520923,-14.222849,520,Michigan State University
Malawi,Dedza,Gogo,,0,mwi12,MWI,ESA,control site,,mwi/gogo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.072736,-14.313092,1251,Michigan State University
Malawi,Ntcheu,Gonthi,,0,mwi13,MWI,ESA,action site,,mwi/gonthi/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.598398,-14.632583,921,Michigan State University
Malawi,Ntcheu,Gwauye,,0,mwi14,MWI,ESA,action site,,mwi/gwauye/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.740948,-14.93708,876,Michigan State University
Malawi,Ntcheu,Hauya,,0,mwi15,MWI,ESA,control site,,mwi/hauya/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.744204,-14.7284,1100,Michigan State University
Malawi,Ntcheu,Hiwa,,0,mwi16,MWI,ESA,action site,,mwi/hiwa/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.748653,-14.931025,861,Michigan State University
Malawi,Ntcheu,Jingo,,0,mwi17,MWI,ESA,control site,,mwi/jingo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.764855,-14.735148,1095,Michigan State University
Malawi,Dedza,Kabinda II,,0,mwi18,MWI,ESA,control site,,mwi/kabinda/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.08883,-14.326907,1259,Michigan State University
Malawi,Ntcheu,Kahowela,,0,mwi19,MWI,ESA,control site,,mwi/kahowela/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.743732,-14.730735,1100,Michigan State University
Malawi,Dedza,Kakhome I,,0,mwi20,MWI,ESA,control site,,mwi/kahome/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.516839,-14.228104,529,Michigan State University
Malawi,Dedza,Kalumo,,0,mwi21,MWI,ESA,action site,,mwi/kalumo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.592969,-14.434974,554,Michigan State University
Malawi,Ntcheu,Kambadya,,0,mwi22,MWI,ESA,control site,,mwi/kambadya/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.635838,-14.631454,940,Michigan State University
Malawi,Ntcheu,Kampanje I,,0,mwi23,MWI,ESA,action site,,mwi/kampanjei/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.589073,-14.605489,898,Michigan State University
Malawi,Ntcheu,Kampanje II,,0,mwi24,MWI,ESA,action site,,mwi/kampanjeii/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.584135,-14.606074,898,Michigan State University
Malawi,Ntcheu,Katsese,,0,mwi25,MWI,ESA,action site,,mwi/katsese/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.594343,-14.630833,921,Michigan State University
Malawi,Ntcheu,Kautsile,,0,mwi26,MWI,ESA,action site,,mwi/kautsile/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.521289,-14.217761,520,Michigan State University
Malawi,Ntcheu,Kazputa,,0,mwi27,MWI,ESA,action site,,mwi/kazputa/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.582192,-14.595113,900,Michigan State University
Malawi,Ntcheu,Khomba,,0,mwi28,MWI,ESA,action site,,mwi/khomba/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.594817,-14.633167,921,Michigan State University
Malawi,Dedza,Kudoole,,0,mwi29,MWI,ESA,control site,,mwi/kudoole/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.517066,-14.231503,529,Michigan State University
Malawi,Dedza,Mafuko,,0,mwi30,MWI,ESA,control site,,mwi/mafuko/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.073494,-14.318507,1255,Michigan State University
Malawi,Ntcheu,Majawa,,0,mwi31,MWI,ESA,control site,,mwi/majawa/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.632088,-14.640672,930,Michigan State University
Malawi,Ntcheu,Malinda,,0,mwi32,MWI,ESA,action site,,mwi/malinda/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.733712,-14.902491,868,Michigan State University
Malawi,Dedza,Mambewe,,0,mwi33,MWI,ESA,control site,,mwi/mambewe/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.075556,-14.316701,1244,Michigan State University
Malawi,Dedza,Manyika,,0,mwi34,MWI,ESA,control site,,mwi/manyika/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.519943,-14.220669,520,Michigan State University
Malawi,Dedza,Maphiri,,0,mwi35,MWI,ESA,control site,,mwi/maphiri/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.075453,-14.321079,1244,Michigan State University
Malawi,Dedza,Mbidzi,,0,mwi36,MWI,ESA,action site,,mwi/mbidzi/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.097603,-14.20731,1232,Michigan State University
Malawi,Ntcheu,Mitchi,,0,mwi37,MWI,ESA,action site,,mwi/mitchi/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.597207,-14.635893,932,Michigan State University
Malawi,Dedza,Mkuwazi,,0,mwi38,MWI,ESA,action site,,mwi/mkuwazi/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.112873,-14.199145,1218,Michigan State University
Malawi,Ntcheu,Mnkhwani,,0,mwi39,MWI,ESA,control site,,mwi/mnkhwani/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.741581,-14.72156,1090,Michigan State University
Malawi,Ntcheu,Mnkhwani II,,0,mwi40,MWI,ESA,control site,,mwi/mnkhwaniii/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.737276,-14.711621,1106,Michigan State University
Malawi,Dedza,Msamala,,0,mwi41,MWI,ESA,action site,,mwi/msamala/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.591375,-14.43899,549,Michigan State University
Malawi,Ntcheu,Mtambalika,,0,mwi42,MWI,ESA,action site,,mwi/mtambalika/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.745867,-14.906638,852,Michigan State University
Malawi,Ntcheu,Ngaipite,,0,mwi43,MWI,ESA,action site,,mwi/ngaipite/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.738152,-14.905225,868,Michigan State University
Malawi,Dedza,Ng'anjo,,0,mwi44,MWI,ESA,action site,,mwi/nganjo/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.100259,-14.205502,1242,Michigan State University
Malawi,Ntcheu,Njolomole,,0,mwi45,MWI,ESA,action site,,mwi/njolomole/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.735998,-14.900511,868,Michigan State University
Malawi,Ntcheu,Nzililongwe,,0,mwi46,MWI,ESA,action site,,mwi/nzililongwe/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.747272,-14.910029,847,Michigan State University
Malawi,Ntcheu,Pendanyama,,0,mwi47,MWI,ESA,control site,,mwi/pendanyama/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.750177,-14.723426,1084,Michigan State University
Malawi,Dedza,Phwere,,0,mwi48,MWI,ESA,action site,,mwi/phwere/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.107412,-14.195166,1220,Michigan State University
Malawi,Dedza,Pitala,,0,mwi49,MWI,ESA,action site,,mwi/pitala/site_01.jpg,"MSU, CIAT, ICRAF, LUANAR",Apurba Shee,a.shee@cgiar.org,7/28/15,34.596258,-14.428434,549,Michigan State University
